,lyric,famous_word,total_words,percent_originality,genre
2227,noite chuva chorava lá chorava alguém embora chorei manhã outro dia pois chegou nunca chorei agora sei alegria nunca chorei nunca agora acho graça chuva lá tristeza existe amor disse queria ver triste,chorei,33,75.76,bossa_nova
2228,amor tudo sofrimento pois amor sempre procurei vão resiste desespero solidão nada existe mundo triste amor amor nunca ausentes mim viva paz sofra tanta mágoa assim mundo,amor,27,85.19,bossa_nova
2229,despedi grande amor mim dizendo assim grande amor esqueça voltar porque dor amor fim ruim sei sim outro amor apagar ser sempre assim casa aberta mesa posta talher cinzeiro lugar mesma mulher esperar mesma mulher pronta pra dizer favor alguém surgir alguém chegar pode ser amor pode ser dor pode ser preciso ter muitas rosas receber grande amor hora voltar,amor,60,70.0,bossa_nova
2230,quis amar medo quis salvar coração amor sabe segredo medo pode matar coração água beber água beber camará água beber água beber camará nunca fiz coisa tão certa entrei pra escola perdão casa vive aberta abri todas portas coração água beber água beber camará água beber água beber camará nunca fiz coisa tão certa entrei pra escola perdão casa vive aberta abri todas portas coração água beber água beber camará água beber água beber camará,água,75,37.33,bossa_nova
2231,dias fico pensando vida sinceramente vejo saída exemplo dá pra entender gente mal nasce começa morrer chegada vem sempre partida porque nada separação sei lá sei lá vida grande ilusão sei lá sei lá vida sempre razão gente sabe males apronta fazendo conta fingindo esquecer nada renasce antes acabe sol desponta anoitecer nada adianta ficar hora sim descuido sei lá sei lá sei preciso paixão sei lá sei lá vida sempre razão,sei,72,66.67,bossa_nova
2232,olha mulata dança luxo todo corpo embalança luxo sei quê faz confusão deus compaixão êta mulata ah olha mulata dança luxo todo corpo embalança luxo porém coração palpita agita ligeiro nunca vi compasso tão brasileiro êta samba cai pra lá cai pra cá cai pra lá cai pra cá êta samba cai pra lá cai pra cá cai pra lá cai pra cá mexe cadeiras mulata requebrado maltrata,cai,68,50.0,bossa_nova
2233,espírito amor doce hospede alma espírito força espírito consolador autor todo bem cura doente brisa verão ardente queremos louvar ver jorrar interior rios água viva oh espírito santidade age poder neste lugar sei unção deus aqui unção deus neste lugar unção leva profundo amor leva transbordar,espírito,46,78.26,bossa_nova
2234,pode ser melhor pode ser pode ser pior bem igual maria mundo inteirinho igualzinha maria ninguém maria maria bem joão nada maria maria ninguém maria ninguém maria outras ainda melhor muita maria aí marias tão frias cheias manias marias vazias pro nome têm maria ninguém dom homem visto quanta gente chama maria maria vem maria ninguém maria maria bem joão nada maria maria ninguém,maria,64,51.56,bossa_nova
2235,viu quanto bem perdido viu quanto amor ai vida sentir ternura olhar procurava anos tristeza todo triste amor triste assim consolo pra mim saber amei ninguém amou anos tristeza todo triste amor triste assim consolo pra mim saber amei ninguém amou ninguém amou,triste,43,53.49,bossa_nova
2236,adeus palavra tão corriqueira diz semana inteira alguém conhece adeus logo telefono agora sono vou dormir pois amanhece adeus amiga diz outra vou trocar roupa logo vou voltar adeus outro gosto causa desgosto adeus dá,adeus,35,77.14,bossa_nova
2237,repente riso fez pranto silencioso branco bruma bocas unidas fez espuma mãos espalmadas fez espanto repente calma fez vento olhos desfez última chama paixão fez pressentimento momento imóvel fez drama repente repente fez triste fez amante sozinho fez contente fez amigo próximo distante fez vida aventura errante repente repente,fez,49,69.39,bossa_nova
2238,pés santa cruz ajoelhou nome jesus grande amor jurou jurou cumpriu fingiu enganou pra mim mentiu pra deus pecou coração razões própria razão desconhece faz promessas juras esquece seguindo princípio prometeu chegou jurar grande amor esqueceu,grande,36,88.89,bossa_nova
2239,caio bossa saio fossa xingando nagô ouve fala olha vê vou dar pala vai ter aprender tonga mironga kabuletê tonga mironga kabuletê tonga mironga kabuletê caio bossa saio fossa xingando nagô lê sabe reza crê entra cabe vai ter viver tonga mironga kabuletê tonga mironga kabuletê tonga mironga kabuletê fuma traga paga pra ver vou rogar praga vou mandar pra tonga mironga kabuletê pra tonga mironga kabuletê pra tonga mironga kabuletê,tonga,71,47.89,bossa_nova
2240,gente acorda todo dia vai luta medo disputa gente quer participar ser brasileiro perder alegria garantia gente chega lá ê ligaê brasileiro balanço vou dizer ê ligaê brasileiro abro braços pra carioca gaúcho baiano goiano pernambucano capixaba potiguar paulista paraense mineiro brasil inteiro quiser pode chegar ê ligaê brasileiro balanço vou dizer ê ligaê brasileiro abro braços pra ôô ôô ôô ôô ôô ôô ôô ôô ôô ôô ôô ôô gente acorda todo dia vai luta medo disputa gente quer participar ser brasileiro perder alegria garantia gente chega lá ê ligaê brasileiro balanço vou dizer ê ligaê brasileiro abro braços pra carioca gaúcho baiano goiano pernambucano capixaba potiguar paranaense paulista mineiro brasil inteiro quiser pode chegar ê ligaê brasileiro balanço vou dizer ê ligaê brasileiro abro braços pra ôô ôô ôô ôô ôô ôô ôô ôô ôô ôô ôô ôô ôô ôô ôô ôô ôô ôô,ôô,146,28.77,bossa_nova
2241,quer ser namorada ah linda namorada poderia ser quiser ser somente exatamente coisinha coisa toda ninguém pode ser fazer juramento ter pensamento ser morrer perder jeitinho falar devagarinho histórias repente fazer carinho chorar bem mansinho ninguém saber quê porém namorada quer ser amada amada amada pra valer amada amor predestinada vida nada quer morrer vir comigo caminho talvez caminho triste pra olhos têm ser olhos braços ninho silêncio ser estrela derradeira amiga companheira infinito dois,ser,75,73.33,bossa_nova
2242,ouça vá viver vida outro bem hoje cansei pra ser ninguém passado bastante pra convencer futuro bem grande lembrança morar bem baixinho saudade chorar vai lembrar dia existiu alguém carinho pediu fez questão dar fez questão negar lembrança morar bem baixinho saudade chorar vai lembrar dia existiu alguém carinho pediu fez questão dar fez questão negar,bem,56,57.14,bossa_nova
2243,vida chuva sol fila olá retrato farol vida filho cresce estrada caminho pouco tudo beijo carinho sino tocando fêmea cio alguém chegando ninguém viu discurso promessa mar rio vida revolução deixar velha canção deus deu deus dará vida solidão turma bar partir razão voltar voltar vida palco plateia cadeira vazia rotina odisseia sair fria sonho tão bom briga altar vida grito gol banho mar inverno verão vida mentira verdade sabe vida vida razão vida mentira verdade sabe vida vida razão,vida,80,76.25,bossa_nova
2244,there is secret in there down in your lies there is secret hidden there and one will see it now deixa ver saber segredo ali saber entender absorver tudo segredo ali segredo ali deixa contar pra segredo ali segredo ali segredo ali there is secret to keep segredo ali segredo ali segredo segredo segredo,segredo,54,48.15,bossa_nova
2245,brisa mar confidente coração sinto capaz nova ilusão passará ondas beira cais juras promessas canções onde andarás pra ser feliz lei porém sempre bom viver vida atento diz fundo peito coração saber entender segredos ensinar mensagens sutis brisa mar,brisa,39,92.31,bossa_nova
2246,olhe aqui mr. buster certo sr. apartamento park avenue casa beverly hills certo apartamento park avenue sr. caco friso partenon quintal casa hollywood poço petróleo trabalhando dia dar dinheiro noite dar insônia certo ambas residências sr. geladeiras gigantescas capazes conservar preconceito racial muitos anos vir vacuum cleaners chupo beijo marilyn monroe máquinas lavar capazes apagar mancha desgosto ter posto tanto dinheiro vão guerra coréia certo mesa torradas saltem nervosamente torradeiras automáticas portas abram célula fotelétrica certo sr. cinema casa meninos verem filmes mocinho falar quatro aparelhos televisão fabulosa hi fi alto falantes espalhados todos andares inclusive banheiros certo sra. buster citada vez mês elsa maxwell dois psiquiatras nova york outro los angeles duas estações '' ano tudo certo mr. buster sr. ainda acabará governador estado dúvida presidente muitas companhias petróleo aço consciências enlatadas diga coisa mr. buster diga sinceramente coisa mr. buster sr. sabe lá choro pixinguinha sr. sabe lá ter jabuticabeira quintal sr. sabe lá torcer botafogo,sr.,158,76.58,bossa_nova
2247,some people sing in the shower some people piss in the sea some want to be lady gaga and that 's alright with whatever you want you can be some people live the power some people live on the streets some are rich and famous and some are poor but sweet some people like to be hardcore some are scared of be bitch some are always competing and some just want to be free viva liberty whatever you want you can be viva liberty,some,84,50.0,bossa_nova
2248,vou pra casa dia clarear samba pois samba criou acaso grande amor arranjar vou pra casa nao vou nao vou vou pra casa nao vou nao vou samba rasgado samba bem ritmado deixa gente cansado batucar roda samba encontrar amor aí entao vou pra casa senhor nao vou nao vou,vou,50,50.0,bossa_nova
2249,bom viver família lar mãe sempre lado pai pra conversar ter irmãos bom primo tio avô lar seguro família faz bem feliz ter família alegria proteção papai céu peço todo dia oração abençôe casa deixe faltar paz saúde harmonia todo dia lar,família,42,80.95,bossa_nova
2250,ai dó viveu junto pode nunca viver ai dó porque vai ter coisa melhor venha achar ruim porque conheceu assim diga agora agora assim gamou sabe bem louco assim gamei diga agora ora ora alguém mudou,assim,36,75.0,bossa_nova
2251,porque sempre foste primavera vida volta pra mim desponta novamente canto amo tanto quero tanto quanto tempo faz partiste primavera viu partir adeus sequer nada existe vida carinho silêncio lembro sorriso tão triste ah lua compaixão sempre vagar céu onde esconde bem amada onde namorada vai diz penas peço peço apenas lembre horas poesia noites paixão diz saudade viste sozinho existe canto triste solidão,sempre,64,84.38,bossa_nova
2252,the jazz 'n'samba the jazz 'n'samba hear it all around the jazz'n'samba the jazz'n'samba sound the jazz 'n'samba the jazz 'n'samba swingin'soft and low the jazz 'n'samba the jazz 'n'samba go jet from rio nonstop us this new sound came one day and it 's clear that it 's here to stay it 's jazz'n'samba it 's so refreshing like new perfume it 's jazz'n'samba it 's jazz'n'samba ummm,the,69,49.28,bossa_nova
2253,quis amar medo quis salvar coração amor sabe segredo medo pode matar coração água beber água beber camará água beber água beber camará nunca fiz coisa tão certa entrei pra escola perdão casa vive aberta abre todas portas coração água beber água beber camará água beber água beber camará,água,49,57.14,bossa_nova
2254,brasileiro estatura mediana gosto fulana sicrana quer porque amor perde quase sempre ganha veja coisa estranha saia dessa puder guardo mágoa blasfemo pondero tolero lero lero devo nada pra ninguém descansado vida levo muque batente pro batuque faço convém poeta nego raça faço versos pirraça precisão pé quebrado verso branco rima rica negaceio dou dica solução brasileiro tatu peba taturana bom bola ruim grana tabuada sei cor quatro vez sete vinte oito nove´s onça devora fim vou rir melhor entro rifa adoço tempero remarco marco zero falei volto atrás onde passo deixo rastro deito fama desarrumo toda trama desacato satanás brasileiro estatura mediana gosto fulana sicrana quer porque amor perde quase sempre ganha veja coisa estranha saia dessa puder diz ditado natural terra bom cabrito berra onde canta sabiá desacredito azar sina tico tico rapina ninguém leva fubá,brasileiro,138,81.16,bossa_nova
2255,ah perdemos noção hora juntos jogamos tudo conta agora partir conhecer dei pra sonhar fiz tantos desvarios rompi mundo queimei navios diz pra onde inda posso ir travessuras noites eternas confundimos tanto pernas diz pernas devo seguir entornaste sorte chão bagunça coração sangue errou veia perdeu desordem armário embutido paletó enlaça vestido sapato inda pisa amamos feito dois pagãos seios inda mãos explica cara vou sair acho estás fazendo tonta dei olhos pra tomares conta agora conta partir,conta,78,85.9,bossa_nova
2256,telefonar mandar buscar der braço torcer sei irias ganhar iria perder outra vez sofri magoei feri difícil prender chega paixão justamente razão primeira ceder palavras vazias rolaram mesa pesaram ar sabia pedir sabias perdoar mulher nascida pra amar obedecer destino quis satisfeita dizer sofrer amor deixa feliz,telefonar,47,100.0,bossa_nova
2257,quiet nights of quiet stars quiet chords from my guitar floating on the silence that surrounds us quiet thoughts and quiet dreams quiet walks by quiet streams and window that looks out on corcovado oh how lovely cantinho violão amor canção pra fazer feliz ama muita calma pra pensar ter tempo pra sonhar janela vê corcovado redentor lindo quero vida sempre assim perto mim apagar velha chama triste descrente desse mundo encontrar conheci felicidade amor,quiet,75,82.67,bossa_nova
2258,nunca vi dinheiro trazer felicidade pra ninguém dinheiro vai dinheiro vai dinheiro frente dinheiro trás diga bem faz dinheiro sim dinheiro fim sete palmos chão dinheiro vai dinheiro dinheiro querem juntar multiplicar somar guerreiro guerreiro querem guerrear fazem zig zig zig zá dinheiro vai coisas fáceis pra chama onassis dinheiro sim dinheiro dinheiro vai,dinheiro,54,57.41,bossa_nova
2259,velho calção banho dia prá vadiar mar tamanho arco íris ar praça caymi sentir preguiça corpo esteira vime beber água côco bom passar tarde itapoã sol arde itapoã ouvindo mar itapoã falar amor itapoã enquanto mar inaugura verde novinho folha argumentar doçura cachaça rolha olhar esquecido encontro céu mar bem devagar sentindo terra toda rodar sentir arrepio vento noite traz diz diz macio brota coqueirais espaços serenos ontem amanhã dormir braços morenos lua itapoã,itapoã,74,87.84,bossa_nova
2260,felicidade deves ser bem infeliz andas sempre tão sozinha nunca perto ninguém felicidade vamos fazer trato mande menos retrato pra veja és bem certa porém destino bem cedo fará rosto vá esquecer felicidade chore vezes bom gente sofrer bem certa porém destino bem cedo fará rosto vá esquecer felicidade chore vezes bom gente sofrer,bem,54,62.96,bossa_nova
2261,dans la jungle terrible jungle le lion est mort ce soir et les hommes tranquille s'endorment tous les ames tranquille s'endorment le lion est mort ce soir tout est sage dans le village le lion est mort ce soir plus rage plus carnage le lion est mort ce soir break l'indomptable le redoutable le lion est mort ce soir viens ma belle viens ma gazelle le lion est mort ce soir couplet supplémentaire dans certaines versions dans la jungle terrible jungle le lion est mort ce soir dans la jungle terrible jungle le lion est mort ce soir,le,98,34.69,bossa_nova
2262,ganha pra juntar diz pra mim vai ver dia fria vai entrar cima laje embaixo escuridão fogo irmão fogo irrnão falado pois amigo dizia antigamente buraco embaixo todo baú vai ficar lá total solidão pensando beça levou nada juntou terno cerimônia fossa hein chapa fossa cantado pára pra pensar tempo curto pára passar vai ver dia remorso bom parar ver sol pôr ver sol raiar desligar desligar falado esperança bolsa títulos capital giro public relations tome gravata protocolos comendas caviar champanhe tome gravata amor paixão corpo alma pensamento espírito tome gravata lá belo dia enfarte pior ainda psiquiatra cantado faz usufruir mulher pra usar pra exibir vai ver dia toca bulir mulher feita pro amor pro perdão cai nessa cai nessa falado exemplo aí boneca lado linda chiquérrima crente amo senhor material amigo anda longe perdida mundo lírico confuso cheio canções aventura magia sequer toca alma mulheres estranhas estranhas cantado gosta gostar pra sofrer sorrir chorar vai ver dia fria vai entrar cima laje embaixo escuridão fogo irmão fogo irmão,vai,170,68.24,bossa_nova
2263,pátria íntima doçura vontade chorar criança dormindo pátria exílio assistindo dormir filho choro saudades pátria perguntarem pátria direi sei fato sei pátria sei pátria luz sal água elaboram liquefazem mágoa longas lágrimas amargas vontade beijar olhos pátria niná la passar mão cabelos vontade mudar cores vestido auriverde tão feias pátria pátria sapatos meias pátria tão pobrinha porque amo tanto pátria pátria semente nasci vento vou venho permaneço contato dor tempo elemento ligação ação pensamento fio invisível espaço todo adeus deus entanto mim gemido flor amor morrido jurou fé dogma tudo sinto jeito nesta sala estrangeira lareira pé direito ah pátria lembra noite maine nova inglaterra tudo passou ser infinito nada terra vi alfa beta centauro escalarem monte céu muitos surpreenderam parado campo luz espera ver surgir cruz sul sabia amanheceu fonte mel bicho triste pátria amada idolatrada salve salve doce esperança acorrentada poder dizer aguarda tardo quero rever pátria rever esqueci tudo cego estropiado surdo mudo vi humilde morte cara cara rasguei poemas mulheres horizontes fiquei simples fontes pátria pátria florão ostenta lábaro pátria desolação caminhos pátria terra sedenta praia branca pátria grande rio secular bebe nuvem come terra urina mar garrida pátria quentura querer bem bem libertas quae sera tamen dia traduzi exame escrito liberta serás '' repito ponho vento ouvido escuto brisa brinca cabelos alisa pátria perfuma chão vontade vem adormecer doces montes pátria atento fome entranhas batuque coração direi nome pátria nome pátria amada patriazinha rima mãe gentil vives mim filha és ilha ternura ilha brasil talvez agora chamarei amiga cotovia pedirei peça rouxinol dia peça sabiá levar presto avigrama pátria saudades ama… vinicius moraes '',pátria,269,80.67,bossa_nova
2264,vou cantar deixa sempre vêm mesma queixa diz desafino sei cantar tão bonita tanta beleza pode acabar disser desafino amor saiba mim provoca imensa dor privilegiados têm ouvido igual possuo apenas deus deu insiste classificar comportamento anti musical mentindo devo argumentar bossa nova natural sabe sequer pressente desafinados têm coração fotografei rolley flex revelou enorme ingratidão poderá falar assim amor maior pode encontrar música esqueceu principal peito desafinados fundo peito bate calado peito desafinados bate coração,desafinados,76,85.53,bossa_nova
2265,encontrar ruas precisa mudar calçada pense logo estranhos nunca nada precisa baixar cabeça pra ver olhos passarei rancor lembrar adeus sonhos tão diferentes remédio deixar amor desfaça tempo preciso chorar culpa mágoa destino assim escreveu poderemos achar noutros braços amor viveu,precisa,41,95.12,bossa_nova
2266,there 's reason to feel down good and sad goes around life will flow with your decisions you know that trying is n't too bad even if you fall you 'll get ahead when you slip into precision all that you can see keeps on going never stops like the waterfall keepfalling and obstacle makes it static wait until the downing wait until it 's morning wait until tomorrow comes you know that sometimes it might get hard it 's not so easy we get along but you can always change you viewing '' things could never be the same you choose the colors that you paint it 's just matter of believing,you,113,71.68,bossa_nova
2267,noite mar sei lua fez pensar queria outra vez ainda gostava mim ilusão bebi talvez amor bem sei saudade aumenta distância ilusão feita esperança noite mar sei,sei,27,81.48,bossa_nova
2268,dia luz festa sol barquinho deslizar macio azul mar tudo verão amor faz barquinho mar desliza parar intenção canção vai saindo deste mar sol vejo barco luz dias tão azuis volta mar desmaia sol barquinho deslizar vontade cantar céu tão azul ilhas sul barquinho coração deslizando canção tudo paz tudo traz calma verão então barquinho vai tardinha cai volta mar desmaia sol barquinho deslizar vontade cantar céu tão azul ilhas sul barquinho coração deslizando canção tudo paz tudo traz calma verão então barquinho vai tardinha cai barquinho vai tardinha cai barquinho vai tardinha cai,barquinho,94,42.55,bossa_nova
2269,amor amor embora deixando tanta dor tanta tristeza pobre coração jurou deixar embora nunca voltar,amor,15,80.0,bossa_nova
2270,fim morreu joão joão mar deus quis levar levou pro fim deus mar outro deus matou pescar pescou voltou amanheceu azul mar trouxe então deus sal peixe mão entendeu olhou joão abraçou olhos sol brilhou dizem peixe prata brigou demais pra morrer então joão lutou barco virou mar levou mar pra joão irmão céu pão dizem peixe prata brigou demais pra morrer então joão lutou barco virou mar levou mar pra joão irmão céu pão fim morreu joão joão mar deus quis levar levou pro fim deus mar outro deus matou pescar pescou voltou amanheceu azul mar trouxe então deus sal peixe mão entendeu olhou joão abraçou olhos sol brilhou,joão,110,35.45,bossa_nova
2271,sambe bem sambe gostar sambe ver outros sambar sambo copiar ninguém sambo vontade sambar porque samba sinto corpo remexer samba sinto prazer goste samba dá valor sabe compreender samba quente harmonioso buliçoso mexe gente dá vontade viver minoria diz gosta gosta sofre vê alguém sambar faz força domina finge estar tomadinho samba louco pra sambar,samba,55,74.55,bossa_nova
2272,bem sabe rapaz bem onda vai vem pois pessoas bem tratar qualquer dia posso arrumar vê mora preparo intelectual trabalho pior moral sendo apresentação dinheiro arrumação casa comida passo fome graças deus esporte morte tendo tudo preciso nada claro luz sol vem trazer calor luz lua vem trazer amor tudo graça natureza dá pra quero trabalhar,bem,56,87.5,bossa_nova
2273,hoje pensando longo tempo chorar sofrer apesar pensar veio tão depressa depressa demais pra deixar saudade deixou gosto dessa saudade chama pra mim carinho feito gente amor gente sente saber porque enfim pra mim veio tão depressa depressa demais pra deixar saudade deixou gosto dessa saudade chama pra mim carinho feito gente amor gente sente saber porque enfim pra mim,pra,60,46.67,bossa_nova
2274,ah vendo jeito fiquei tudo ficou tristeza tão grande coisas simples tocou casa querida acostumada guardando flores janela sorriam cantavam causa olhe bem nunca deixe favor vida sonho amor bem favor deixe mundo mau levá la outra vez abrace simplesmente fale lembre chore bem,bem,44,90.91,bossa_nova
2275,vem raiando madrugada acorda lindo tristeza sorrindo flores manhã abrindo flores céu véu nuvens esvoaçam passam estrela morrer parecem dizer existe beleza maior amanhecer entanto maior bem maior céu bem maior mar maior toda natureza beleza mulher namorada corpo assim aurora ardente alma estrela inocente corpo rosa fechada seios pudores renascem dores antigos amores vieram amor espera amor primavera tantos encantos comparar beleza auroras mar,maior,65,80.0,bossa_nova
2276,outra vez outra vez amor outra vez vou sofrer vou chorar voltar outra vez vou vagar aí pra esquecer outra vez vou falar mal mundo voltar todo mundo pergunta porque ando triste assim ninguém sabe sinto longe mim vejo sol sai vejo chuva cai tudo agora tristeza traz saudade outra vez outra vez amor outra vez vou falar mal mundo voltar,outra,61,57.38,bossa_nova
2277,disse disse quero desespero ficar coraçao disse disse doido doido nesse amor pra correr portão guardar chave oi oi coração ai ai tudo criola ui ui vou ser livre paixão aioé hoje quero paz pas pas sentir calor oh oh oh nunca olhar pra trás pas pas amar ter amor hoje quero paz pas pas sentir calor oh oh oh nunca olhar pra trás pas pas amar ter amor disse disse quero desespero ficar coraçao disse disse doido doido nesse amor pra correr portão guardar chave oi oi coração ai ai tudo criola ui ui vou ser livre paixão aioé hoje quero paz pas pas sentir calor oh oh oh nunca olhar pra trás pas pas amar ter amor hoje quero paz pas pas sentir calor oh oh oh nunca olhar pra trás pas pas amar ter amor hoje quero paz pas pas sentir calor oh oh oh nunca olhar pra trás pas pas amar ter amor hoje quero paz pas pas sentir calor oh oh oh nunca olhar pra trás pas pas amar ter amor hoje quero paz pas pas sentir calor oh oh oh nunca olhar pra trás pas pas amar ter amor hoje quero paz pas pas sentir calor oh oh oh nunca olhar pra trás pas pas amar ter amor,pas,214,16.36,bossa_nova
2278,jeitinho ninguém ninguém gaúcha fibra mineira encanto baiana vibra tudo céu capixaba bonita dar água boca linda pernambucana ai deus coisa louca mulher amazonense boa demais bela cearense fica nada trás paulista erva '' além graças nordestina conserva toda vida querer bem mulher carioca tanta coisa sabe bem bem bem bem ninguém pouquinho ninguém faz carinho ninguém passinho vai vem jeitinho nhem nhem nhem carioca jeitinho nhem nhem nhem jeitinho nhem nhem nhem carinho carioca faz passinho nhem nhem nhem,nhem,80,63.75,bossa_nova
2279,dia luz festa sol barquinho deslizar macio azul mar tudo verão amor faz barquinho mar desliza parar intenção canção vai saindo desse mar sol beija barco luz dias tão azuis volta mar desmaia sol barquinho deslizar vontade cantar céu tão azul ilhas sul barquinho coração deslizando canção tudo paz tudo traz calma verão então barquinho vai tardinha cai barquinho vai,barquinho,60,66.67,bossa_nova
2280,homem trabalha vida inteira dia regressar estrangeiro sempre forasteiro saudades lar coração traz mulher ama sempre amará cara bonita corpo divino nunca esquecerei refrão sei sei és linda portuguesa quero casar corri mundo encontro outra igual queira ficar formosa gostosa mulheres deus pode criar ai saudade esperança dia voltar abraçar inverno peito maior solidão tormenta ter esperar agosto portugal oração peço senhor milagre voltar olhar cara bonita corpo divino nunca esquecerei refrão vezes,dia,73,84.93,bossa_nova
2281,vou voltar sei ainda vou voltar lugar lá ainda lá ouvir cantar sabiá vou voltar sei ainda vou voltar vou deitar sombra palmeira colher flor dá algum amor talvez possa espantar noites queria anunciar dia vou voltar sei ainda vou voltar vai ser vão fiz tantos planos enganar fiz enganos encontrar fiz estradas perder fiz tudo nada esquecer,vou,58,65.52,bossa_nova
2282,luz olhos luz olhos resolvem encontrar ai bom deus frio dá encontro desse olhar luz olhos resiste olhos pra provocar amor juro deus sinto incendiar amor juro deus luz olhos pode esperar quero luz olhos luz olhos la ra ra ra luz olhos acho amor pode achar luz olhos precisa casar la ra ri ra ra ra la ra ri ra ra ra luz olhos luz olhos resolvem encontrar ai bom deus frio dá encontro desse olhar luz olhos resiste olhos pra provocar amor juro deus sinto incendiar amor juro deus luz olhos pode esperar quero luz olhos luz olhos la ra ra ra luz olhos acho amor pode achar luz olhos precisa casar luz olhos precisa casar luz olhos precisa casar precisa casar precisa casar,olhos,126,23.02,bossa_nova
2283,vai ver vai implorar pedir pra voltar vou dizer dessa vez vai dar gostar dei carinho amor pra valer dei tanto amor queria prazer zombou brincou coisas sérias fiz tentei ser feliz tão forte ilusão prendia coração matou ilusão libertou coração hoje vai ter chorar vai ver,vai,47,78.72,bossa_nova
2284,sambou sambou descansou ficou zangada dia clareou nunca vi sambar assim gosta samba mim sambou sambou descansou ficou zangada dia clareou nunca vi sambar assim gosta samba mim ouviu bater tamborim quis saber chá chá chá pra rock twist diz porque gosta sambar sambou sambou descansou ficou zangada dia clareou nunca vi sambar assim gostar samba mim sambou sambou sambou ô ô ô ô sambou sambou ô sambou ô ô ô ô,sambou,72,36.11,bossa_nova
2285,jou jou jou jou balagandan aqui aí estás jou joo balagandan dois sol amor manhã braços dados dois namorados sei jou jou balagandan paris brasis distantes constantes tudo une coisa rara,jou,31,70.97,bossa_nova
2286,carreguei ilusão novo tempero desandou pouco enganei coração tolo quis achar solução prá jogo vou chorar dor outros vim prá sambar samba torto aprendí brincar fogo quero ser feliz todo rima escapulir morro faço samba assim duro vou chorar dor outros vim prá sambar samba torto,prá,46,76.09,bossa_nova
2287,podem chamar pedir rogar podem falar mal ficar mal faz mal podem preparar milhões festas luar vou ir melhor pedir vou ir quero ir podem intrigar sorrir chorar podem imaginar melhor parecer podem espalhar cansado viver pena conheceu,podem,38,68.42,bossa_nova
2288,sempre certeza deu desilusão amor tristeza muita mágoa demais coração água beber água beber camará água beber água beber camará quis amar medo quis salvar coração amor sabe segredo medo pode matar coração água beber água beber camará água beber água beber camará nunca fiz coisa tão certa entrei pra escola perdão casa vive aberta abri todas portas coração água beber água beber camará água beber água beber camará,água,69,52.17,bossa_nova
2289,hoje quero rosa linda primeira estrela vier enfeitar noite bem hoje quero paz criança dormindo abandono flores abrindo enfeitar noite bem quero alegria barco voltando quero ternura mãos encontrando enfeitar noite bem ah quero amor amor profundo quero toda beleza mundo enfeitar noite bem quero alegria barco voltando quero ternura mãos encontrando enfeitar noite bem ah bem demorou chegar sei olhar toda pureza quero dar,quero,65,52.31,bossa_nova
2290,dois dois quatro sei vida vale pena embora pão caro liberdade pequena olhos claros pele morena azul oceano lagoa serena tempo alegria trás terror acena noite carrega dia colo açucena sei dois dois quatro sei vida vale pena pão caro liberdade pequena,dois,42,69.05,bossa_nova
2291,ah pudesse roberto menescal ronaldo bôscoli ah pudesse buscar sorrindo lindo dia dia indo nesse lindo feito dois pisando nisso tudo fez canção ah pudesse mostrar flores cntam cores manhã nasce cheiram caminho falasse coisas bonitas manhã sol ah pudesse fim caminho achar barquinho levá lo mar ah pudesse tanta poesia ah pudesse sempre dia ah pudesse encontrar serena juro pegaria mão pequena juntos vendo mar dizendo tudo quase falar,ah,70,72.86,bossa_nova
2292,noite dia vida morte céu chão pra vingança dizia perdão riso pranto sorte azar sim pra poder valia razão sol manhã vem dizer dia vem pode trazer remédio pra ferida abre coração logo vento noite vem lembrar morte sempre esperar canto qualquer desta vida quer queira quer espanto calma coragem medo vai vem corpo alma ainda dor mal noite dia vida morte céu chão pra vingança dizia perdão,pra,68,70.59,bossa_nova
2293,alguém disse andas novamente novo amor nova paixão todo contente conheço bem promessas outras ouvi iguais jeito enganar conheço bem pouco importa beijem tantas vezes mudes paixão todos meses vais beijar bem sei fazer sonhar sonhei ter nunca amor igual dei pouco importa beijem tantas vezes mudes paixão todos meses vais beijar bem sei fazer sonhar sonhei ter nunca amor igual dei,bem,62,58.06,bossa_nova
